|neg|pos
1690|[]|['good', 'interesting', 'much', 'pretty', 'sometimes', 'often']
1691|['often', 'incomprehensible', 'extremely', 'occasionally', 'persuasive', 'hard']|['often', 'interesting', 'difficult', 'rigorous', 'knowledgeable', 'enthusiastic']
1692|[]|"['little', 'supportive', ""'Assignment/Weekly"", 'official', 'limbo', 'thematic']"
1694|['difficult', 'hard', 'follow', 'hear', 'many', 'economic']|['knowledgeable', 'good', 'great', 'guest', 'clearly', 'hear']
1696|['little', 'appropriate', 'difficult', '[']|['great', 'well', 'enthusiastic', 'theoretical', 'abroad', 'anthropological']
1697|['follow', 'often', 'always', 'however', 'sometimes', 'successful']|['always', 'good', 'well', 'interesting', 'extremely', 'great']
1698|['hard', 'much', 'repetitive', 'clear', 'poorly', 'disorganized']|['well', 'knowledgeable', 'interesting', 'good', 'often', 'really']
1700|['often', 'Sometimes', 'much', 'unable', 'attend', 'also']|['really', 'interesting', 'good', 'much', 'less', 'bit']
1702|['material', 'sometimes', 'intimidated', 'aspect', 'dull', 'different']|['well', 'good', 'helpful', 'clear', 'hard', 'really']
1704|['[']|['personal', 'valuable', 'particularly']
1710|['answer', 'poor', 'boring', 'also', 'skype', 'front']|['interesting', 'outside', 'good', 'didnt', 'great', 'actually']
1712|[]|['clear', 'great', 'able', 'incredibly', 'sometimes', 'understand']
1715|['sometimes', 'knowledgeable', 'final', 'repetitive', 'difficult', 'lecture']|['knowledgeable', 'great', 'old', 'really', 'interesting', 'much']
1719|[]|"['important', ""'However"", 'instructor', 'especially', 'top', 'better']"
1720|['[']|['sometimes', 'interesting', 'awesome', 'grasp', 'motivate', 'pretty']
1721|['enough', 'overall']|['really', 'nice', 'dry', 'videos', 'engaging', 'productive']
1722|['enough', 'overall']|['good', 'videos']
1723|[]|[]
1724|['boring', 'long', 'somewhat']|['however', 'facilitating', 'material', 'long', 'grasp', 'latest']
1725|['always', 'inconvenient', 'boring', 'quite', 'asleep', '[']|['always', 'nice', 'subject', 'pretty', 'eager', 'also']
1727|['misread', 'respectfully']|['certain', 'next', 'good', 'wish', 'fresh']
1728|['perfect', 'also', 'harsh', 'unsure', 'exactly']|['elective', 'little', 'always', 'better', 'nice', 'great']
1731|['separatist', 'also', 'really', 'covered', 'half', 'nice']|['cultural', 'Spanish', 'enthusiastic', 'great', 'theoretical', 'abroad']
1732|['never']|['great', 'really', 'fantastic', 'enthusiastic', 'well', 'good']
1733|[]|['new', 'responsive', 'knowledgeable', 'well', 'engaged', 'lot']
1734|['lecture', 'little', 'always', 'absolutely', 'continually', 'much']|['knowledgeable', 'better', 'clearly', 'encyclopedic', 'entire', 'interested']
1735|"['painful', ""'This"", 'less']"|['always', 'un', 'much', 'really', 'good', 'interesting']
1737|['logistical', 'little', 'disorganized', '[', 'Xavier']|"['subject', 'great', 'able', 'excellent', 'contemporary', ""'Xavier""]"
1738|[]|"['good', 'interested', 'interesting', ""'Usually"", 'smart', 'intellectually']"
1739|[]|['excellent', 'always', 'motivated', 'prepared', 'appropriately', 'personable']
1740|['really', 'especially', 'difficult', '[', 'small']|['really', 'also', 'good', 'knowledgeable', 'level', 'nice']
1741|[]|['extremely', 'still', 'push', 'thought', 'available', 'encouraged']
1742|[]|['clearly', 'Spanish', 'interesting', 'cares', 'sure', 'also']
1744|"[""'Frequently"", 'confused']"|['better', 'often', 'stumbled']
1745|['apparently', 'wrong', 'else', 'interesting', 'drop', 'format']|['traditional', 'always', 'nice', 'friendly', 'good', '[']
1748|[]|['much', 'excellent', 'leading', 'great', '[', 'final']
1749|[]|"['different', 'really', 'always', ""'Even"", 'nice', 'guest']"
1750|[]|"['different', 'really', 'always', ""'Even"", 'nice', 'guest']"
1751|['clearly', 'key', '[']|['nice', 'really', 'great', 'guest', 'well', 'actively']
1752|['helpful', 'didnt', 'guest', 'also', 'disorganized', 'however']|['great', 'really', 'well', 'also', 'always', 'nice']
1753|[]|['much', 'excellent', 'leading', 'great', '[', 'final']
1754|['helpful', 'didnt', 'guest', '[', 'hard']|['great', 'clinical', 'approachable', 'clearly', 'good', 'knowledgeable']
1756|['descent', 'chime', 'often', 'hesitant', 'focus']|['wish', 'well', 'good', 'positive', 'willing', 'forward']
1757|['difficult', 'follow', 'horrible', 'good', 'little', 'due']|['good', 'little', 'knowledgeable', 'really', 'well', 'much']
1763|['difficult', 'sometimes', 'much', 'really', 'better', 'dull']|['great', 'well', 'good', 'really', 'clearly', 'always']
1765|['sometimes', 'necessary', '[', 'brilliant']|['also', 'great', 'ever', 'good', 'really', 'knowledgeable']
1766|['harsh', 'really', 'bias', 'already', 'poor', 'probably']|['well', 'best', 'great', 'whole', 'clearly', 'clear']
1767|['often', 'difficult', 'obscure', 'text', 'broadly', 'even']|['really', 'often', 'clearly', 'enthusiastic', 'also', 'good']
1771|['new', 'genuine', 'texts']|['good', 'extremely', 'successful', 'contribute', 'significant', 'also']
1775|['really', 'however', 'smart', 'anthropological', 'small', 'wish']|['really', 'clearly', 'also', 'always', 'well', 'incredibly']
1778|['difficult', 'follow', 'horrible', 'good', 'little', 'due']|['good', 'little', 'knowledgeable', 'really', 'well', 'much']
1786|['interesting', 'extremely', 'always', 'thought', '[', 'relevant']|['extremely', 'great', 'well', 'friendly', 'really', 'knowledgable']
1787|['really', 'hard', 'difficult', 'sometimes', 'boring', 'softly']|['really', 'great', 'knowledgeable', 'nice', 'always', 'well']
1788|['really', 'sometimes', 'clearly', 'difficult', 'much', 'especially']|['really', 'good', 'interesting', 'also', 'great', 'knowledgeable']
1789|[]|"['knowledgeable', 'great', 'good', ""'Fantastic"", 'half', 'soothing']"
1791|[]|['always', 'smart', 'well', 'also', 'flexible', 'hard']
1792|['wrongfully', 'assignment', 'repeatedly', 'otherwise']|['great', 'helpful', 'really', 'less', 'different', 'always']
1794|[]|['really', 'great', 'absolutely', 'extremely', 'helpful', 'interesting']
1796|['little', '[']|['great', 'high', 'interesting', 'good', 'clear', 'generous']
1798|['new', 'insight', 'much', 'dull', 'usually', '[']|['clear', 'good', 'sometimes', 'easy', 'know', 'fast']
1802|['often', 'also', 'even', 'always', 'end', 'large']|['great', 'really', 'better', 'also', 'good', 'atmosphere']
1803|['unreasonable', 'rarely', 'strange', 'often', 'unhelpful', 'clear']|['really', 'supportive', 'great', 'absolutely', 'sure', 'wonderful']
1805|['clearly', 'address', 'midterm', 'final', 'well', 'whole']|['knowledgeable', 'extremely', 'well', 'nice', 'great', 'helpful']
1808|['controversial', 'discuss', 'also', 'extremely', '[']|['good', 'knowledgeable', 'text', 'sometimes', 'enough', 'great']
1810|['good', 'difficult', 'sometimes', 'slightly', 'especially', 'enough']|['good', 'really', 'well', 'knowledgeable', 'great', 'clearly']
1813|['parttime', 'condescending.There', 'necessary', 'often', 'email', 'explicated']|['extremely', 'clearly', 'first', 'interesting', 'archaic', 'odd']
1816|['little', 'low', 'super', 'cant', 'direct', 'sure']|['really', 'great', 'small', 'nice', 'also', 'good']
1819|['clear', 'good', 'slowly', 'repeat', 'gently', 'long']|['really', 'prepared', 'little', 'clearly', 'large', 'much']
1825|['sometimes', 'disorganized', 'already', 'doesnt', 'fast', 'subjective']|['really', 'great', 'well', 'knowledgeable', 'interesting', 'enthusiastic']
1826|['fast', 'hard', 'much', 'difficult', 'really', 'sometimes']|['clear', 'much', 'fast', 'quickly', 'knowledgeable', 'always']
1828|[]|['great', 'seminary', 'reorganized', 'fruitful', 'subject', 'contribute']
1830|['[']|['names', 'concept', 'knowledgeable', 'quickly', 'friendly', 'really']
1836|['worst', 'really', 'much', 'great', 'didnt', 'rather']|['great', 'different', 'definitely', 'really', 'well', 'clearly']
1841|['ridiculous', 'always', 'harsher', 'willing', 'well', 'forever']|['really', 'great', 'much', 'clear', 'always', 'enough']
1842|['better', 'back', 'first', 'probably', 'stupid', 'immediately']|['really', 'contemporary', 'great', 'good', 'interesting', 'excellent']
1843|[]|['great', 'really', 'interesting', 'long', 'clear', 'receptive']
1844|['half', 'boring', 'long', 'however', '[', 'first']|['nice', 'great', 'read', 'open', 'new', 'important']
1845|['never', 'critical', 'rather', 'often', 'rigorous', 'wanted']|['clearly', 'really', 'well', 'always', 'subject', 'helpful']
1846|['sometimes', 'maybe', 'really', 'doesnt', 'tangent', 'well']|['great', 'always', 'really', 'good', 'clearly', 'extremely']
1848|[]|['really', 'knowledgeable', 'well', 'interesting', 'approachable', 'overall']
1849|['unable', 'upset', 'overwhelming', 'easily', 'great', 'also']|['high', 'really', 'great', 'even', 'best', 'clearly']
1854|['little', 'interesting', 'sometimes', 'deep', 'discuss', 'first']|['really', 'always', 'great', 'interesting', 'also', 'new']
1856|['tended', 'well', 'whole', 'useless', 'long', 'weekly']|['great', 'knowledgeable', 'always', 'really', 'interesting', 'clearly']
1857|['sometimes', 'broken', 'capable', 'cant', 'different', 'great']|['really', 'well', 'best', 'subject', 'knowledgeable', 'much']
1858|['hard', 'always', 'clearly', 'clear', 'interested', 'dry']|['good', 'great', 'well', 'clear', 'really', 'knowledgeable']
1859|['really', 'difficult', 'clear', 'even', 'clearly', 'good']|['really', 'good', 'knowledgeable', 'clear', 'well', 'clearly']
1862|['difficult', 'fast', 'really', 'often', 'hard', 'sometimes']|['clear', 'great', 'well', 'really', 'good', 'knowledgeable']
1865|['many', 'prepared', 'productive', 'different', 'big', 'hear']|['well', 'really', 'helpful', 'good', 'great', 'best']
1866|[]|['assignment', 'better', 'material', 'form', 'pretty', 'perhaps']
1867|['difficult', 'really', 'extremely', 'come', 'hard', 'little']|['great', 'really', 'clear', 'well', 'interesting', 'also']
1874|['little', 'always', 'hard', 'difficult', 'clear', 'really']|['great', 'good', 'well', 'really', 'clear', 'knowledgeable']
1876|['difficult', 'also', 'even', 'really', 'interesting', 'weak']|['really', 'also', 'good', 'interesting', 'great', 'knowledgeable']
1878|['[']|['really', 'good', 'difficult', 'knowledgeable', 'interesting', 'level']
1880|['often', 'really', 'biased', 'interesting', 'somewhat', 'promiscuous']|['good', 'clear', 'knowledgeable', 'clearly', 'open', 'always']
1882|"['wasnt', 'speak', ""'Awful"", '[', 'clear']"|['really', 'barely', 'sometimes', 'pleasant', 'little', 'also']
1883|['never', 'arbitrary', 'enough', 'lower', 'significant', '[']|['first', 'always', 'good', 'thorough', 'nice', 'personable']
1885|['sometimes', 'necessary', '[', 'brilliant']|['also', 'great', 'ever', 'good', 'really', 'knowledgeable']
1887|['certain', 'facilitate', 'often', 'much', '[']|['really', 'interesting', 'knowledgeable', 'often', 'aside', 'large']
1888|['never', 'really', 'actually', 'unfair', 'definitive', 'disappointed']|['always', 'really', 'good', 'great', 'interesting', 'sometimes']
1889|['often', 'interesting', 'understand', 'rarely', 'pretty', 'follow']|['great', 'interesting', 'really', 'interested', 'knowledgeable', 'sometimes']
1890|['didnt', 'sometimes', 'effective', 'much', 'lot', 'really']|['human', 'great', 'well', 'really', 'general', 'wish']
1891|['material', 'understandable', 'high', 'well', 'difficult', 'complex']|['always', 'good', 'well', 'knowledgeable', 'nice', 'prepared']
1893|"[""'Only"", 'receive', 'feedback', 'minimal', 'midterm']"|['actually', 'also', 'theoretical', 'well', 'great', 'thoughtful']
1897|['difficult', 'first']|['good', 'different', 'able', 'understand', 'easy', 'clearly']
1898|"['also', 'often', 'sometimes', 'posed', ""'However"", 'still']"|['good', 'definitely', 'sometimes', 'interesting', 'also', 'better']
1899|['really', 'assignment', 'instead', 'midterm', 'new', 'still']|['really', 'good', 'interesting', 'high', 'clear', 'reasonable']
1900|['really', 'often', 'understand', 'also', 'strange', 'unclear']|['interested', 'really', 'sometimes', 'nice', 'clearly', 'thought']
1902|['sometimes', 'underestimated', 'passiveaggressive', 'biggest', 'much', 'interested']|['really', 'also', 'good', 'great', 'funny', 'neuroscience']
1905|['little', 'hard', 'follow', 'last', 'also', 'always']|['great', 'well', 'good', 'also', 'clear', 'little']
1907|['aside', 'however', 'really', 'much', 'great', 'theoretical']|['instead', 'least', 'really', '[', 'great']
1908|"['understand', 'fourth', 'confused', ""'Too"", 'repetitive', 'write']"|['really', 'great', 'good', 'helpful', 'always', 'knowledgeable']
1909|['awful', 'merely', 'lecturer', 'give', 'together', 'unhelpful']|['really', 'clear', 'well', 'good', 'sometimes', 'always']
1911|['knowledgeable', 'small', 'white', 'super', 'clearly', 'especially']|['really', 'good', 'also', 'sometimes', 'better', 'clearly']
1912|['first', 'boring', 'really', 'much', 'also', 'long']|['knowledgeable', 'really', 'good', 'often', 'great', 'clearly']
1915|['write', 'productive', 'frequently', 'disorganized', '[', 'small']|['great', 'really', 'well', 'good', 'always', 'interesting']
1916|['always', 'outside', 'willing']|['understanding', 'nice', 'also', 'approachable', 'good', 'extremely']
1918|['hard', 'clearly', 'interested', 'always', 'really', 'sometimes']|['good', 'well', 'great', 'clear', 'really', 'sometimes']
1921|['big', 'little', 'bit', 'difficult', 'lost', 'hard']|['great', 'really', 'well', 'interesting', 'clear', 'knowledgeable']
1923|['difficult', 'often', 'hard', 'always', 'nervous', 'really']|['great', 'really', 'good', 'clear', 'well', 'interesting']
1927|['didnt', 'sometimes', 'effective', 'much', 'lot', 'really']|['human', 'great', 'well', 'really', 'general', 'wish']
1930|['relevant', 'first', 'many', 'boring', 'long', 'knowledgable']|['mental', 'really', 'interesting', 'sometimes', 'clinical', 'enough']
1936|['often', 'new', 'barely', 'important', 'recursive', 'long']|['great', 'really', 'good', 'interested', 'clearly', 'definitely']
1938|['even', 'real', '[']|['also', 'really', 'great', 'good', 'sure', 'knowledgeable']
1940|['hard', 'often', 'difficult', 'really', 'always', 'sometimes']|['really', 'interesting', 'knowledgeable', 'great', 'cultural', 'much']
1941|['relateable', 'understanding', 'missed', 'quickly', 'also', 'real']|['nice', 'sometimes', 'easy', 'great', 'also', 'upbeat']
1942|['twice', 'mean', 'willing']|['often', 'barely', 'devoted', 'fourth', 'smart', 'clearly']
1943|['sometimes', 'tad', 'first', 'much', 'boring', 'also']|['Very', 'better', 'bit', 'whole', 'engaged', 'much']
1945|['unclear', 'hard', 'really', 'difficult', 'clear', 'extremely']|['knowledgeable', 'good', 'really', 'well', 'clearly', 'great']
1947|['midterm', 'due', 'good', 'never', 'present', 'much']|['knowledgeable', 'much', 'well', 'also', 'really', 'present']
1948|['really', 'also', 'never', 'much', 'sometimes', 'always']|['great', 'really', 'well', 'knowledgeable', 'also', 'clear']
1949|['sometimes', 'appropriately', 'better', 'overall', 'clearly', 'late']|['good', 'different', 'really', 'personal', 'well', 'clearly']
1952|['bad', 'sometimes', 'facilitate', 'anyway', 'tried', 'long']|['often', 'well', 'helpful', 'hard', 'drew', 'willing']
1953|['really', 'often', 'much', 'also', 'repetitive', 'clear']|['really', 'interesting', 'good', 'clearly', 'great', 'well']
1955|[]|['interesting', 'excellent', 'understand', 'prepared', 'easy', 'streamlined']
1964|['often', 'bit', 'sometimes', 'never', 'disorganized', 'entire']|['well', 'really', 'knowledgeable', 'good', 'clear', 'great']
1999|['difficult', 'sometimes', 'hard', 'often', 'fast', 'really']|['really', 'well', 'good', 'clear', 'always', 'outside']
2023|['difficult', 'hard', 'really', 'also', 'little', 'worse']|['really', 'nice', 'many', 'also', 'pretty', 'important']
2039|['small', 'reflect', 'difficult', 'much', 'also', 'really']|['well', 'enthusiastic', 'first', 'clear', 'good', 'also']
2040|['difficult', 'sometimes', 'hard', 'really', 'um', 'often']|['good', 'clear', 'also', 'helpful', 'really', 'always']
2050|['difficult', 'sometimes', 'hard', 'really', 'much', 'often']|['really', 'also', 'enthusiastic', 'good', 'always', 'well']
2064|['hard', 'difficult', 'even', 'often', 'much', 'really']|['really', 'also', 'knowledgeable', 'good', 'clearly', 'even']
